Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
10,97,4,83,1,2,69
14,78,6,69,0,5,67
19,90,6,77,0,4,71
21,79,5,86,1,2,66
13,69,7,73,1,2,62
34,68,7,67,0,2,67
29,77,10,91,2,4,70
24,90,8,99,0,3,72
20,84,6,61,3,2,69
19,88,8,94,1,3,70
14,71,4,77,0,3,64
20,79,7,72,1,3,65
22,62,7,95,2,2,66
13,93,6,96,2,3,68
22,100,7,64,2,3,72
19,76,6,68,2,3,65
9,60,6,93,3,2,60
15,67,8,75,0,4,63
18,86,9,64,3,3,66
31,84,8,98,1,4,73
23,92,6,61,4,4,71
12,70,6,81,1,2,59
23,91,6,71,5,3,70
11,88,7,73,1,3,63
26,73,6,55,1,4,67
17,82,9,63,2,2,65
19,66,7,58,5,4,64
28,78,8,87,2,2,71
12,95,5,85,2,2,70
12,77,6,90,2,2,63
16,94,8,85,3,2,68
26,84,8,56,1,2,67
11,68,5,99,1,4,66
3,83,7,59,2,5,63
17,80,7,68,0,5,65
23,76,6,85,2,3,66
27,65,8,57,2,4,65
17,77,5,59,2,4,65
18,63,6,94,2,2,63
27,64,8,67,0,3,65
9,77,7,83,1,4,62
18,72,7,93,1,3,66
21,97,7,99,1,3,71
23,75,8,61,2,2,64
17,90,8,56,0,4,67
20,81,8,87,1,3,68
5,88,7,59,3,3,63
16,70,6,79,0,3,64
23,98,6,77,1,1,74
14,81,5,78,2,4,68
20,93,6,82,1,3,68
23,75,6,93,2,3,69
18,64,9,64,4,4,61
21,87,5,78,1,2,69
14,60,9,67,3,3,61
19,79,7,66,3,3,67
24,68,7,51,0,4,63
21,85,8,80,3,3,68
16,99,5,99,0,5,68
21,79,6,88,2,1,67
24,93,5,62,1,3,69
8,80,6,86,2,3,64
27,80,6,65,1,4,67
18,97,9,88,1,3,70
23,96,6,93,5,4,72
27,91,4,67,1,2,71
12,72,6,50,1,3,62
16,82,8,65,2,5,67
18,69,9,60,3,2,64
15,78,7,81,0,2,64
30,79,6,65,1,4,70
15,93,7,52,3,5,68
17,96,8,77,1,3,70
21,77,5,94,1,3,65
13,61,7,73,2,2,59
18,94,7,69,1,2,69
22,67,7,59,2,3,67
18,85,7,69,2,4,68
19,61,6,67,1,1,62
17,76,8,100,0,4,65
11,99,7,52,0,5,69
22,64,7,62,3,4,65
31,77,5,53,1,2,68
20,72,8,93,4,2,68
21,96,6,71,3,3,71
24,95,9,90,3,4,71
12,70,5,85,1,3,66
30,63,8,96,4,3,71
21,85,4,51,2,3,66
30,73,4,60,0,4,66
16,87,6,85,2,1,69
31,61,4,79,0,3,65
25,65,8,85,2,3,66
23,87,7,79,2,2,67
21,68,9,79,1,4,66
19,94,7,97,0,3,69
27,62,7,96,2,4,66
21,69,7,52,0,3,64
8,100,6,71,0,2,70
13,77,6,76,1,4,62
19,88,5,68,1,5,67
22,67,8,52,1,2,60
20,84,7,74,1,3,66
27,89,7,99,0,2,72
8,73,10,54,2,3,63
21,93,6,91,1,3,69
9,84,7,60,1,3,66
25,76,7,79,2,2,69
19,82,9,69,2,3,68
23,83,7,67,3,4,66
15,67,7,94,0,2,63
28,76,10,99,1,3,70
26,74,6,69,2,4,68
24,76,7,82,2,4,68
19,90,8,78,1,3,67
23,79,6,54,1,1,67
16,98,8,52,3,3,69
25,72,6,89,3,5,68
30,77,9,70,0,1,67
26,91,8,65,0,2,70
16,82,7,99,3,3,70
22,82,5,54,2,2,66
12,62,6,63,0,2,61
23,76,7,93,2,2,68
23,71,8,71,1,2,64
9,100,7,79,1,2,66
13,72,8,52,3,4,65
18,95,8,96,3,6,73
18,87,8,57,3,4,66
13,74,7,61,2,3,65
22,82,7,58,0,4,68
22,94,7,75,0,3,69
19,95,6,91,1,4,72
15,66,9,63,3,3,63
26,74,8,57,0,1,65
30,73,9,70,0,4,69
17,62,6,99,2,3,62
16,84,8,51,0,3,66
23,94,9,75,3,2,69
18,75,9,83,2,4,67
19,90,5,90,0,2,94
24,85,7,87,2,2,71
9,75,7,54,2,4,61
28,66,9,73,2,2,68
20,88,4,54,0,4,66
18,94,5,81,0,5,71
19,87,9,54,3,4,66
20,61,6,52,2,2,60
10,69,5,65,0,3,60
29,63,9,97,3,3,66
20,83,5,85,1,2,67
23,90,9,50,4,3,67
26,64,5,64,2,1,64
14,94,5,51,0,3,66
23,82,7,65,1,3,68
18,88,6,84,1,3,70
25,99,7,88,3,4,75
7,63,10,90,0,2,86
19,96,7,95,3,3,73
16,65,9,68,1,3,61
23,76,7,93,0,6,68
23,94,8,86,1,0,70
16,96,4,77,1,2,71
16,80,8,98,2,4,71
19,84,8,97,2,1,68
15,88,6,95,2,4,70
25,93,10,60,1,3,70
18,65,6,60,0,3,62
3,92,5,95,3,1,67
18,79,8,70,3,3,68
14,78,5,90,1,3,68
10,77,7,84,2,1,64
13,80,9,88,1,3,68
21,98,8,51,0,3,69
28,82,7,71,1,3,70
22,98,6,93,4,4,73
16,67,9,74,1,3,66
23,89,5,85,0,3,68
17,92,8,88,1,3,68
16,87,10,56,2,0,65
13,84,8,58,2,3,66
9,83,7,86,0,1,62
18,94,7,53,3,2,67
21,93,6,67,1,3,73
19,65,6,96,2,2,65
18,94,7,79,2,4,70
14,77,8,96,3,2,68
24,70,9,65,3,3,67
12,95,4,82,2,3,66
25,77,4,64,3,4,65
14,92,9,56,1,4,66
15,71,7,100,2,4,66
11,60,7,59,2,1,60
17,80,8,59,0,4,66
26,64,7,92,2,4,68
23,90,10,90,3,5,72
26,71,8,99,1,3,68
23,78,6,54,0,3,67
13,63,6,55,0,4,62
18,71,7,72,0,5,66
15,91,6,80,0,3,69
28,66,10,52,0,3,64
13,86,7,58,0,3,63
25,97,5,85,2,2,74
25,87,8,83,0,4,72
31,92,9,54,1,3,71
18,64,9,97,2,3,64
24,70,6,63,0,3,65
34,96,5,94,1,5,75
16,89,9,96,2,3,69
11,86,5,75,1,4,65
9,87,8,71,0,1,60
24,77,6,64,2,4,69
9,62,9,90,4,4,65
18,91,5,60,0,4,67
23,87,6,81,5,2,70
21,79,8,78,1,4,66
23,96,8,62,0,4,69
21,73,9,99,2,3,69
28,72,8,92,1,2,68
14,95,8,51,5,4,70
16,92,9,71,2,2,66
15,81,5,68,0,3,65
25,65,6,94,1,4,65
25,69,5,63,1,2,65
23,86,4,100,0,3,69
27,75,8,60,4,2,69
13,93,9,62,0,3,65
30,98,8,83,1,3,76
29,92,8,58,2,3,72
24,75,7,94,2,4,67
31,92,7,55,3,3,74
10,74,10,99,2,3,66
17,67,9,94,2,3,66
16,61,6,92,4,3,66
24,75,9,70,5,5,71
14,96,9,76,0,3,66
25,70,8,73,1,2,65
28,68,8,99,1,3,69
24,99,8,52,1,2,69
22,61,5,69,2,2,63
14,91,5,98,0,3,68
15,73,8,68,1,3,64
27,61,5,70,2,2,64
25,97,5,82,1,5,73
20,66,4,95,2,2,66
17,82,6,65,4,3,67
8,71,8,97,3,1,63
14,63,8,64,1,3,61
31,62,8,91,4,4,71
12,65,6,64,1,3,61
21,63,7,54,1,3,62
26,90,8,91,1,4,74
12,79,8,73,2,4,65
21,74,6,70,2,3,64
26,77,7,71,1,4,66
20,97,4,81,1,2,72
37,96,7,63,0,4,76
10,89,6,62,4,3,67
26,95,9,74,3,3,71
19,73,6,52,1,3,65
25,75,7,82,3,4,68
23,85,6,91,1,3,68
16,85,6,86,3,2,67
21,79,8,73,1,2,64
9,76,6,78,0,4,60
24,99,10,51,1,3,70
22,93,4,96,1,2,73
24,77,8,78,2,3,69
26,89,7,66,0,5,70
22,71,7,65,1,3,64
21,64,7,83,2,3,64
15,74,8,79,0,3,65
16,76,7,59,0,2,62
27,61,9,70,0,2,64
29,93,7,84,0,3,72
19,74,5,65,1,3,64
20,83,7,75,0,4,67
15,63,9,63,4,3,64
27,67,6,54,0,2,61
24,96,5,69,1,4,72
32,84,8,87,2,1,70
15,98,8,61,4,2,70
18,100,6,88,2,2,71
21,75,7,83,1,2,68
24,72,7,75,3,2,68
19,94,7,99,0,1,70
15,100,8,94,2,3,73
25,85,6,78,2,1,69
24,92,8,78,0,3,71
15,91,6,64,1,3,64
28,74,9,96,0,3,68
27,83,10,95,0,4,69
21,93,6,87,1,2,70
20,88,5,56,1,4,67
23,61,8,85,1,0,66
15,73,7,63,2,5,65
20,66,8,59,4,3,66
7,69,6,88,0,4,61
25,96,7,98,0,2,71
11,61,6,55,5,3,60
29,69,7,58,1,2,66
18,72,5,61,1,4,61
19,85,7,98,2,3,68
16,81,5,85,2,3,68
18,69,6,84,2,4,65
29,67,7,75,3,1,65
5,69,8,77,2,2,60
28,80,8,65,2,2,67
22,71,8,58,2,4,65
13,98,5,89,1,3,70
14,79,9,74,1,4,64
30,62,6,63,2,4,68
14,89,6,82,2,4,69
13,73,7,60,0,3,65
27,86,6,74,2,3,71
22,71,8,60,1,4,65
14,83,8,88,0,2,65
21,91,6,66,0,2,68
14,97,7,72,1,3,66
27,70,7,88,1,3,65
26,73,8,83,2,4,71
23,79,6,70,3,4,68
22,97,6,54,2,2,70
31,96,5,96,3,2,74
20,64,6,50,0,2,62
13,65,5,87,1,2,61
23,80,6,97,0,3,70
33,64,9,65,0,2,65
14,74,8,54,2,2,62
18,66,9,62,2,4,65
22,85,6,66,0,4,68
20,98,4,73,2,1,70
14,100,7,76,1,3,68
27,75,10,86,3,6,69
34,84,6,95,1,3,73
21,94,7,73,1,5,71
15,65,5,87,0,4,63
11,88,7,56,2,2,66
22,76,7,66,1,4,67
27,68,4,56,0,1,64
23,76,5,85,1,3,66
20,63,5,95,2,3,69
16,88,5,94,4,6,72
13,70,6,66,1,4,63
25,72,8,62,2,2,67
25,65,6,64,1,4,64
11,95,9,64,4,4,68
30,80,6,54,1,3,71
23,83,7,57,2,4,67
28,83,8,61,1,5,67
12,76,9,50,2,3,64
12,68,6,52,5,3,63
19,90,8,85,2,4,72
23,65,6,81,2,2,63
31,64,10,97,2,4,67
24,88,5,70,1,2,68
19,68,8,72,2,3,64
14,72,9,53,4,3,65
27,79,5,58,2,1,68
14,78,8,85,2,4,66
30,88,6,62,4,5,73
18,85,10,89,1,3,68
30,86,4,85,2,5,72
24,89,5,87,3,0,70
19,72,5,85,1,4,66
17,73,5,85,3,1,66
18,78,8,77,2,4,66
23,72,10,84,2,2,65
20,99,9,76,2,5,71
16,93,7,60,1,1,66
19,67,7,61,1,4,63
20,60,6,70,2,3,63
7,62,8,51,0,3,58
23,70,7,94,3,3,68
14,65,7,63,2,3,61
13,81,6,53,2,4,65
10,94,5,71,1,3,67
9,89,7,91,1,3,67
12,69,7,70,1,4,62
16,76,6,63,0,1,86
32,80,6,77,0,5,71
17,92,8,79,1,3,70
21,94,8,88,1,3,71
22,96,10,90,2,3,71
21,80,9,85,1,3,70
20,88,5,50,2,5,67
13,64,7,50,0,4,60
29,83,5,99,0,4,73
31,70,4,63,1,2,67
10,77,10,64,1,3,62
14,85,9,87,0,3,67
18,70,6,79,1,2,65
14,62,9,73,1,6,61
23,60,9,56,0,4,61
16,61,4,54,1,2,60
33,60,8,85,4,3,68
27,64,6,56,0,5,65
21,70,8,72,3,1,67
26,69,10,87,2,2,67
27,99,9,96,0,2,74
17,72,7,94,4,2,64
15,65,9,93,2,3,64
20,82,4,68,2,3,67
25,94,8,96,6,3,74
21,87,8,84,1,2,69
11,72,8,94,1,2,62
15,82,6,54,1,2,66
20,89,8,52,2,3,69
20,89,8,71,1,1,68
32,87,4,91,2,2,74
12,95,7,70,4,3,68
23,95,6,94,2,3,73
29,83,8,62,4,5,70
34,77,9,52,0,4,69
18,86,6,88,2,2,68
23,93,5,81,2,1,71
23,60,7,72,3,2,64
21,100,5,92,3,3,71
19,67,7,91,1,3,65
23,79,7,66,1,3,68
5,95,8,92,1,2,67
24,69,7,67,2,4,67
21,79,7,81,2,4,67
19,65,9,60,1,3,63
32,76,7,63,0,3,68
16,67,6,72,1,3,66
18,75,7,66,1,4,67
32,75,6,56,3,2,68
15,100,5,74,2,3,72
17,100,5,76,3,3,70
19,65,9,58,3,4,62
25,89,6,59,2,2,69
21,62,7,51,0,4,61
12,61,7,52,2,2,58
17,64,7,68,5,3,63
16,99,9,57,4,3,71
20,98,7,96,1,3,70
23,68,6,60,1,3,64
23,66,6,53,2,1,63
9,70,8,70,1,3,63
26,81,8,60,2,5,71
22,83,8,53,0,2,65
28,69,7,88,2,2,68
23,90,5,78,1,3,70
27,72,8,53,3,3,68
23,97,7,73,3,1,69
28,86,7,52,0,5,70
23,77,5,68,0,3,67
19,92,6,68,2,2,69
34,93,6,91,2,3,73
25,72,8,87,3,3,68
23,74,8,95,2,2,67
12,97,7,57,0,4,67
12,67,8,77,2,3,64
22,62,9,51,2,2,63
21,78,8,91,1,5,67
16,92,8,68,1,2,70
21,91,6,53,1,3,71
30,97,6,66,1,2,74
24,81,9,64,2,3,70
13,64,6,88,1,2,59
19,84,8,56,0,3,64
15,91,10,78,2,3,67
18,64,8,90,1,3,63
18,67,7,87,5,2,66
17,60,5,97,1,4,62
12,84,7,50,3,3,65
19,95,9,68,3,4,73
17,87,7,68,1,2,70
2,99,9,52,0,4,62
32,63,8,91,2,5,68
27,96,7,84,1,3,74
18,93,7,76,2,4,96
20,73,5,70,1,2,66
13,99,6,95,0,4,69
30,72,6,63,1,3,70
31,96,8,67,2,3,73
21,95,7,98,1,2,69
26,90,9,53,1,4,71
21,83,7,89,0,2,65
12,65,6,86,1,3,62
18,81,6,95,1,3,69
21,74,6,55,3,2,65
17,92,7,99,1,2,68
19,90,6,51,1,3,65
19,96,5,67,4,1,72
20,61,9,54,2,4,67
20,92,7,53,2,2,68
14,98,7,98,0,3,68
16,92,6,86,2,3,66
12,65,5,75,0,2,62
26,63,7,55,2,4,65
7,61,4,76,1,5,60
27,85,8,66,2,4,70
28,85,6,64,1,1,68
18,99,7,81,1,3,72
4,76,8,90,2,2,63
18,73,7,72,1,1,63
20,85,5,75,1,2,67
14,93,9,83,4,2,68
17,97,5,56,2,3,69
29,92,4,91,1,4,75
24,77,8,92,0,3,67
14,85,5,77,2,3,69
10,94,9,59,0,2,65
18,80,8,75,2,4,65
19,69,7,55,1,4,63
23,67,6,88,2,4,65
17,60,6,66,0,2,58
23,89,6,66,0,3,70
32,64,6,97,1,5,66
25,70,9,71,2,2,63
20,72,6,89,1,3,62
19,82,8,82,2,3,69
18,76,9,66,1,3,66
27,87,6,56,0,2,68
16,62,8,90,2,2,62
20,65,6,88,0,4,64
20,80,7,58,0,2,65
17,73,6,62,2,3,64
12,72,6,88,2,3,65
22,63,7,99,3,4,65
20,96,5,92,0,3,70
23,88,8,84,2,3,71
17,65,5,96,2,3,65
27,63,5,64,1,4,67
15,99,7,50,4,2,68
30,87,6,66,1,4,73
10,77,8,99,0,4,64
23,88,7,94,3,1,71
23,90,5,53,2,2,70
15,91,8,75,4,1,68
23,79,7,54,2,4,68
28,77,7,89,3,3,68
7,60,10,69,0,3,59
23,97,9,96,2,4,74
5,84,7,53,1,3,62
14,68,5,87,2,3,64
30,97,5,70,0,2,76
17,97,9,63,2,2,70
13,100,6,76,0,5,69
19,95,7,74,0,2,69
32,100,5,67,4,3,74
9,70,8,82,2,2,62
14,94,9,83,2,3,70
29,93,9,54,4,3,71
31,69,6,80,4,2,68
19,64,8,86,3,3,66
13,99,7,54,3,3,67
33,72,8,83,3,4,71
30,95,7,90,3,1,74
24,60,6,92,3,2,65
15,61,9,52,1,3,60
20,79,7,85,2,2,69
19,70,6,90,2,3,65
22,88,7,70,3,2,69
29,83,6,77,1,4,70
25,63,8,63,0,1,65
14,67,7,66,0,4,57
28,76,6,75,0,2,68
22,67,10,58,2,3,67
24,92,5,69,2,4,70
29,77,8,65,1,3,68
13,64,7,62,1,1,62
20,79,5,74,1,5,67
17,64,6,92,0,1,66
11,65,5,62,2,2,60
22,70,10,83,0,2,65
35,94,7,63,1,2,75
9,97,7,57,4,5,67
20,93,10,97,1,2,71
24,73,6,82,0,2,63
21,71,9,55,2,1,67
19,82,8,82,2,4,68
12,89,4,59,2,4,65
21,100,6,94,1,3,72
15,65,8,62,1,4,61
7,62,7,90,1,5,60
27,88,7,60,2,2,72
26,93,6,78,2,3,72
20,94,6,96,2,3,70
21,87,7,65,2,3,67
26,98,10,54,0,1,71
21,80,6,78,0,2,66
25,97,6,59,0,2,72
18,99,7,86,1,4,70
28,94,5,80,2,2,71
22,72,8,67,2,4,64
21,68,5,85,3,2,66
12,82,5,62,2,4,64
22,78,5,96,0,3,67
15,95,5,67,3,3,67
16,64,9,88,1,3,64
15,70,8,63,0,4,61
14,90,8,86,4,2,99
33,64,8,52,3,4,67
28,73,7,65,3,3,72
32,75,7,55,1,4,66
13,85,9,73,3,2,68
20,66,9,72,1,1,64
12,94,5,68,1,2,69
16,78,10,99,0,4,65
14,97,5,62,1,4,66
27,79,6,90,3,4,73
18,71,7,72,0,4,63
26,66,7,67,3,4,66
24,60,10,60,3,2,65
34,81,9,82,1,2,71
11,64,8,67,1,2,58
28,76,9,91,0,3,68
27,84,8,98,0,4,69
14,71,6,61,0,3,63
26,67,8,56,1,5,66
22,91,7,66,0,3,69
19,98,6,73,3,3,69
15,64,9,65,2,2,63
16,66,7,99,1,3,65
32,98,5,89,2,3,76
20,62,6,98,0,3,67
25,99,8,69,1,3,70
15,60,9,65,1,5,60
15,95,8,70,2,3,68
26,72,8,76,1,3,68
12,98,6,87,2,3,70
18,73,7,94,1,3,68
20,86,7,73,3,3,69
21,63,7,64,0,3,62
19,70,7,66,1,4,64
22,91,6,85,2,2,71
24,81,8,78,1,2,68
24,97,5,74,0,5,72
14,77,5,60,1,3,64
18,95,6,94,6,3,73
27,78,8,89,0,3,69
25,99,8,57,1,3,70
12,98,4,68,3,2,69
22,73,8,77,1,3,64
8,95,7,73,2,2,66
20,94,6,70,1,2,69
31,68,7,86,1,3,68
14,85,5,53,4,3,65
15,63,7,74,4,2,62
25,93,5,63,2,2,75
11,67,6,54,0,3,60
16,63,6,73,0,4,63
24,76,8,59,2,4,66
16,83,7,63,0,3,67
19,94,8,75,1,3,68
24,99,5,99,0,3,72
23,78,7,84,0,3,66
22,62,8,64,0,3,63
18,90,9,69,1,3,71
22,83,5,70,2,3,67
19,78,6,58,1,3,66
23,72,8,58,2,2,66
17,80,9,57,4,2,68
19,74,7,76,1,3,66
14,90,5,84,0,3,68
20,82,5,80,3,1,68
15,95,7,99,0,2,68
13,82,8,56,2,3,66
22,70,7,99,1,2,66
21,94,5,73,0,3,70
25,82,9,61,1,2,68
17,68,6,97,2,3,65
22,85,8,73,1,3,70
23,74,4,67,3,5,66
23,94,9,61,0,1,68
15,78,6,63,1,2,64
21,89,9,99,0,3,69
22,64,8,65,2,4,65
20,76,5,99,3,3,69
7,99,7,67,1,4,66
21,92,9,62,1,2,68
33,66,6,59,3,2,70
18,71,9,71,1,3,65
16,73,8,62,0,2,65
22,86,9,85,1,3,68
22,90,7,62,0,3,67
27,90,7,92,0,3,72
12,80,10,92,1,3,70
24,92,8,64,1,3,72
24,77,7,88,1,5,71
19,65,8,93,1,4,64
22,83,6,80,2,5,69
26,98,7,68,4,1,73
25,92,9,72,1,5,70
13,83,7,89,1,4,68
25,86,6,65,2,5,71
20,97,6,67,1,3,71
20,77,7,58,0,3,66
20,73,6,70,3,4,68
19,99,5,54,0,2,70
27,95,5,66,3,4,72
19,73,9,69,1,4,66
13,79,7,63,3,2,65
18,77,7,55,3,3,66
21,66,6,76,3,1,65
27,98,6,93,0,4,72
24,76,6,67,2,3,68
15,95,7,62,0,3,68
35,68,5,64,0,4,67
22,82,9,93,2,2,68
28,61,7,76,1,4,67
19,91,7,57,3,3,69
23,83,8,85,2,2,65
25,85,8,58,2,4,70
27,62,6,53,1,2,64
26,68,8,63,2,3,66
25,63,8,58,1,1,64
18,72,7,80,1,2,66
17,85,9,74,1,2,67
22,83,8,86,3,4,68
26,84,8,76,5,2,71
19,82,9,71,1,3,67
26,71,7,76,3,2,69
29,70,7,72,1,4,67
15,65,8,52,4,3,61
15,94,7,84,0,2,68
19,85,8,98,2,4,67
22,67,6,71,1,4,64
17,67,4,71,3,2,63
28,95,8,52,3,4,72
23,90,5,95,2,2,69
20,86,6,96,1,2,66
11,76,8,91,1,3,64
12,70,8,55,2,4,61
22,99,9,95,2,4,71
7,92,4,51,0,1,63
26,72,7,72,2,4,65
19,94,7,75,2,5,71
39,90,8,92,2,1,78
34,72,9,88,1,3,73
19,77,5,90,1,3,65
19,67,7,93,0,4,66
26,64,8,74,3,2,66
30,89,6,89,3,3,74
10,71,10,53,4,3,62
9,93,6,72,1,2,66
16,100,7,52,4,4,71
23,63,5,96,2,2,67
23,79,7,98,0,4,69
26,92,4,54,2,4,72
13,92,7,77,2,4,72
6,90,9,66,2,2,65
25,74,5,67,1,5,71
15,78,5,73,0,1,64
8,84,9,56,1,2,61
21,99,9,59,1,2,69
25,73,5,79,1,5,65
19,97,10,51,3,4,69
17,71,8,80,2,3,64
19,100,9,66,1,4,69
18,87,6,92,1,4,68
12,79,9,80,1,2,63
16,85,7,85,1,2,66
23,71,7,56,1,4,65
22,71,8,63,2,2,66
21,65,6,100,3,4,67
14,65,5,72,3,2,62
19,74,7,68,2,2,66
7,91,7,94,3,3,68
21,84,6,52,2,5,68
29,64,9,77,0,2,63
11,94,10,61,1,3,66
16,84,6,68,3,3,65
22,98,7,60,1,1,72
28,87,6,52,4,3,70
17,67,10,71,1,3,63
16,79,8,89,0,4,65
8,86,8,98,1,1,65
21,61,9,81,1,3,66
32,61,7,69,0,3,68
22,65,7,88,2,4,64
20,70,9,75,3,4,66
22,77,8,68,3,4,68
20,79,6,59,0,2,64
15,66,6,90,2,3,62
25,87,6,75,0,2,67
21,84,9,98,1,3,67
20,72,9,90,1,2,65
14,61,10,71,2,4,59
28,63,6,87,0,2,66
24,76,7,73,4,2,68
17,66,6,54,2,3,63
26,75,7,76,2,3,68
17,85,8,93,2,3,68
15,82,7,93,3,2,66
15,69,9,79,1,2,63
9,74,6,69,3,2,61
23,85,8,51,0,4,68
9,94,6,66,0,3,66
13,90,4,99,1,4,69
8,82,5,86,0,3,64
19,74,7,86,1,3,68
19,75,10,88,0,2,66
18,95,6,81,0,3,68
14,62,7,79,2,2,62
13,100,8,73,1,3,68
23,87,6,72,1,3,69
17,87,6,94,2,3,70
22,62,7,70,4,2,65
15,84,6,92,3,3,68
21,79,4,92,0,2,67
28,64,6,89,0,4,64
24,71,8,52,2,3,63
18,96,8,57,1,2,67
22,82,9,66,1,3,66
19,77,9,92,2,4,67
20,63,6,94,2,3,63
18,89,6,52,3,3,69
19,88,6,66,3,2,70
21,85,7,93,0,4,70
14,80,6,62,0,2,65
14,77,7,99,2,2,64
12,84,6,74,1,3,67
10,69,8,97,1,3,61
13,98,6,71,1,1,70
21,84,6,66,2,4,68
15,72,8,68,0,2,64
23,78,8,94,1,2,68
20,92,7,67,1,5,68
8,66,8,83,0,4,63
24,72,8,73,1,2,65
25,87,10,97,4,3,69
14,73,8,58,2,2,63
23,92,10,71,1,3,69
15,65,7,56,3,3,61
21,91,9,79,2,3,69
12,63,9,70,1,3,62
9,61,7,53,0,2,58
18,96,6,92,2,3,71
19,83,6,69,5,2,69
18,74,8,75,1,3,68
13,69,5,70,0,2,61
18,85,6,74,3,2,67
22,80,9,51,2,3,68
20,100,8,91,3,3,72
21,99,4,67,1,4,71
16,85,5,86,3,2,67
27,78,10,53,3,4,68
13,80,9,76,0,2,64
23,87,6,95,3,0,73
27,64,5,70,0,4,65
23,73,5,60,1,2,67
19,63,8,55,0,4,63
17,63,10,93,0,2,63
26,68,10,62,4,2,69
11,79,5,99,1,3,68
14,91,7,62,2,2,68
18,79,6,74,3,4,69
27,73,7,73,5,3,73
22,63,5,53,3,2,66
14,82,6,77,3,3,68
18,71,6,84,2,2,65
16,85,8,87,4,3,67
16,99,6,76,2,4,70
26,64,6,91,1,4,66
12,68,8,88,3,3,64
30,79,9,60,1,3,69
25,99,10,70,1,5,71
27,91,8,57,0,4,68
17,96,7,57,2,3,68
19,73,9,86,0,3,66
11,100,9,77,2,3,70
17,64,8,80,0,2,65
23,62,5,87,1,4,63
28,94,9,64,0,3,70
13,97,8,70,0,2,67
18,64,6,80,1,5,63
19,65,6,55,1,3,64
12,61,8,92,2,4,60
24,64,4,67,0,1,62
16,68,7,83,2,2,65
19,99,6,100,0,3,69
17,87,6,74,1,3,68
15,91,6,61,1,2,66
20,91,5,61,4,2,72
19,81,9,53,2,3,68
18,92,4,88,3,2,69
16,84,7,65,1,3,65
22,73,6,59,0,1,65
30,82,10,86,2,4,70
21,81,7,65,1,2,67
26,93,4,80,4,3,73
12,99,8,71,2,2,70
21,76,5,67,1,3,66
13,91,8,74,1,1,68
11,64,8,66,2,2,61
16,91,9,94,0,3,70
27,75,7,54,2,3,66
26,62,8,52,4,5,67
21,75,7,70,1,3,69
11,84,6,59,2,3,64
19,65,9,87,0,2,65
22,97,5,68,7,5,75
21,63,7,63,2,2,63
9,97,6,68,5,3,69
15,88,8,61,2,4,68
20,73,6,65,2,2,66
23,76,6,78,2,2,66
7,90,7,93,4,3,66
19,84,9,69,2,4,68
21,87,6,66,1,2,65
25,76,6,89,3,3,70
24,80,5,51,3,2,68
23,100,6,65,1,2,70
15,69,8,73,2,2,61
9,77,7,80,3,3,61
18,72,7,58,6,0,64
26,91,10,72,4,3,71
28,91,4,78,1,3,72
24,72,10,76,1,3,66
23,63,9,79,0,4,63
22,60,7,83,3,1,62
17,77,8,69,3,3,65
19,76,6,53,2,5,66
30,100,7,53,2,3,72
14,79,10,93,2,3,68
30,70,6,84,2,3,70
18,96,7,88,1,3,70
28,80,6,96,2,6,73
12,84,6,88,2,2,67
24,64,6,85,3,2,65
16,75,5,83,1,3,65
12,98,7,63,0,3,65
21,84,7,98,0,4,70
26,74,6,77,3,2,66
15,85,4,61,0,1,65
11,96,7,60,2,1,68
19,71,7,91,3,1,66
19,80,10,63,1,2,65
23,98,7,52,2,4,71
26,67,8,71,2,3,65
20,89,6,91,0,4,70
31,85,9,71,0,2,69
21,87,6,90,3,4,71
18,74,8,91,0,2,67
10,73,8,93,3,2,64
18,87,8,79,1,4,82
18,69,10,85,2,0,66
26,77,6,63,1,4,66
23,68,9,55,1,3,65
13,60,9,77,2,5,61
21,99,7,51,2,2,72
24,77,10,73,3,3,70
29,99,7,55,0,3,71
25,66,7,55,4,2,84
25,83,7,94,2,3,72
20,68,5,82,1,3,67
22,92,8,82,2,5,72
27,91,8,70,1,6,70
12,65,7,71,1,4,62
18,96,10,65,3,2,71
15,68,6,72,3,3,62
22,85,4,79,1,3,68
27,99,10,59,2,3,74
16,95,9,63,0,3,68
6,98,8,75,1,3,64
18,74,6,69,0,4,65
25,64,8,91,1,5,66
23,68,5,91,5,1,68
23,80,7,67,2,4,67
18,92,6,73,1,5,67
12,66,7,99,2,3,63
23,86,8,91,2,1,71
15,73,5,61,1,2,63
33,74,8,64,0,3,66
23,86,7,54,2,2,67
17,79,8,84,0,2,66
16,92,7,66,2,4,70
19,66,8,77,3,4,64
19,92,6,88,1,2,71
27,63,4,92,0,3,68
21,68,5,66,2,3,64
16,86,6,62,1,4,66
31,94,5,92,1,4,72
20,70,9,69,2,3,66
25,73,7,91,0,4,70
16,81,8,57,1,2,66
22,68,8,96,1,3,68
22,92,7,74,2,4,70
9,91,10,59,0,2,64
32,66,10,77,3,1,71
28,79,9,94,2,5,72
18,91,6,69,5,2,71
13,73,9,59,0,4,63
22,85,4,79,1,2,68
21,62,9,92,1,4,63
22,84,4,56,0,2,66
21,66,7,52,1,3,63
23,93,9,53,1,4,72
29,74,8,62,3,3,70
23,71,5,50,1,1,65
14,94,7,71,0,3,67
